	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
753	0.00021	-0.00024	0.00056	0.00989	-0.01108	0.02707	-0.23109	-0.06536	0.11784	0.01997	-0.01757	0.01017	-0.00611	-0.01079	0.00471	0.00097	-0.00146	0.00015	-0.00570	0.03202	0.02037	-0.00422	0.00699	0.01199	0.00027	0.00229	0.00293	0.00479	0.00552	-0.00748	-0.06619	-0.00808	-0.01909	-0.01753	-0.00509	0.00044	-0.00155	0.00157	0.00021	-0.00155	0.00157	0.00021	0.00001	0.00000	0.00000	-0.00807	-0.00984	-0.02100	-0.03111	0.00244	-0.00458	0.00021	-0.00055	-0.00059	0.00021	-0.00055	-0.00059	0.00001	-0.00001	-0.00000	-2.86950	-1.22453	1.14874
754	0.00002	-0.00034	0.00042	0.00093	-0.01414	0.02025	-0.16270	-0.11322	0.20440	0.01823	-0.01662	0.00896	-0.00811	-0.00957	0.00322	-0.00052	-0.00187	0.00121	-0.01297	0.03541	0.02619	-0.00706	0.00582	0.01448	-0.00085	0.00200	0.00315	0.00393	0.01138	-0.00910	-0.04547	-0.03163	-0.00916	-0.02253	0.00024	-0.00030	-0.00272	0.00184	-0.00061	-0.00272	0.00184	-0.00061	0.00001	-0.00001	-0.00000	-0.04668	-0.02858	-0.02068	-0.03044	0.00242	-0.00344	-0.00078	-0.00032	0.00028	-0.00078	-0.00032	0.00028	0.00002	-0.00000	0.00000	-2.42804	-1.53589	1.50134
755	-0.00001	-0.00028	0.00028	-0.00074	-0.01136	0.01380	-0.08506	-0.17773	0.33115	0.01785	-0.01914	0.00730	-0.00959	-0.00986	0.00226	-0.00216	-0.00256	0.00126	-0.01938	0.03874	0.03102	-0.00903	0.00433	0.01556	-0.00318	0.00184	0.00417	-0.00095	0.01914	-0.00549	-0.02332	-0.04554	0.01038	-0.03043	0.00605	0.00077	-0.00323	0.00171	-0.00121	-0.00323	0.00171	-0.00121	0.00000	-0.00001	-0.00000	-0.06064	-0.04342	-0.02922	-0.03075	0.00306	-0.00371	-0.00222	-0.00010	0.00009	-0.00222	-0.00010	0.00009	0.00003	0.00001	0.00000	-2.01149	-1.83795	1.96002
756	0.00011	-0.00009	0.00021	0.00532	-0.00418	0.01027	-0.02339	-0.25584	0.45528	0.01624	-0.02576	0.00317	-0.01094	-0.01228	0.00059	-0.00360	-0.00361	0.00007	-0.02357	0.04151	0.03371	-0.01017	0.00415	0.01584	-0.00482	0.00154	0.00558	-0.00507	0.02471	0.00025	0.00396	-0.04389	0.03466	-0.03967	0.00928	0.00417	-0.00340	0.00165	-0.00128	-0.00340	0.00165	-0.00128	-0.00001	-0.00001	-0.00000	-0.05759	-0.04795	-0.04406	-0.03300	0.00435	-0.00544	-0.00290	0.00001	-0.00029	-0.00290	0.00001	-0.00029	0.00003	0.00001	0.00000	-1.67177	-2.19662	2.36459
757	0.00025	0.00009	0.00014	0.01201	0.00291	0.00630	0.04660	-0.32155	0.54192	0.01169	-0.03624	-0.00438	-0.01340	-0.01592	-0.00204	-0.00472	-0.00480	-0.00108	-0.02345	0.04385	0.03408	-0.01139	0.00514	0.01649	-0.00394	0.00089	0.00587	-0.00304	0.02498	0.00477	0.03145	-0.03503	0.05132	-0.04752	0.00975	0.00765	-0.00406	0.00214	-0.00125	-0.00406	0.00214	-0.00125	-0.00001	-0.00001	-0.00000	-0.05854	-0.04293	-0.05215	-0.03770	0.00523	-0.00701	-0.00190	0.00015	0.00020	-0.00190	0.00015	0.00020	0.00002	0.00001	0.00000	-1.30170	-2.55624	2.56606
758	0.00028	0.00015	-0.00003	0.01313	0.00604	-0.00178	0.14243	-0.35385	0.57981	0.00527	-0.04881	-0.01341	-0.01699	-0.02019	-0.00455	-0.00496	-0.00582	-0.00118	-0.01966	0.04550	0.03403	-0.01270	0.00557	0.01906	-0.00121	0.00063	0.00411	0.00396	0.02137	0.00676	0.05917	-0.03547	0.05570	-0.05444	0.00966	0.00920	-0.00547	0.00316	-0.00208	-0.00547	0.00316	-0.00208	-0.00001	-0.00001	-0.00001	-0.07627	-0.03697	-0.04963	-0.04262	0.00504	-0.00729	0.00001	0.00037	0.00145	0.00001	0.00037	0.00145	-0.00001	0.00000	0.00000	-0.67405	-2.78905	2.54807
759	0.00020	0.00007	-0.00020	0.00953	0.00353	-0.00976	0.24583	-0.36066	0.58303	-0.00065	-0.05974	-0.02049	-0.02023	-0.02468	-0.00607	-0.00413	-0.00648	-0.00069	-0.01625	0.04549	0.03613	-0.01288	0.00471	0.02415	0.00070	0.00169	0.00146	0.01051	0.01748	0.00688	0.10115	-0.05183	0.05406	-0.06370	0.01099	0.00909	-0.00730	0.00432	-0.00398	-0.00730	0.00432	-0.00398	-0.00001	-0.00001	-0.00001	-0.10982	-0.03812	-0.04475	-0.04460	0.00451	-0.00665	0.00116	0.00049	0.00268	0.00116	0.00049	0.00268	-0.00002	-0.00000	0.00001	0.32267	-2.88643	2.43697
760	0.00014	-0.00009	-0.00022	0.00628	-0.00263	-0.01000	0.34267	-0.35718	0.56490	-0.00411	-0.06555	-0.02319	-0.02227	-0.02809	-0.00663	-0.00314	-0.00673	-0.00049	-0.01649	0.04330	0.04032	-0.01110	0.00437	0.03021	0.00006	0.00397	0.00063	0.01366	0.01430	0.00750	0.16983	-0.07596	0.05258	-0.07690	0.01428	0.00848	-0.00943	0.00550	-0.00576	-0.00943	0.00550	-0.00576	-0.00003	-0.00000	-0.00002	-0.14649	-0.04348	-0.03914	-0.04396	0.00432	-0.00555	0.00110	0.00035	0.00355	0.00110	0.00035	0.00355	-0.00002	-0.00000	0.00001	1.52905	-3.00056	2.41537
761	0.00012	-0.00022	-0.00006	0.00545	-0.00794	-0.00241	0.44077	-0.34803	0.53254	-0.00483	-0.06583	-0.02152	-0.02381	-0.02910	-0.00670	-0.00312	-0.00659	-0.00070	-0.01997	0.03932	0.04393	-0.00854	0.00630	0.03463	-0.00219	0.00621	0.00300	0.01370	0.01031	0.01149	0.26152	-0.09572	0.05891	-0.09251	0.01984	0.00849	-0.01225	0.00713	-0.00591	-0.01225	0.00713	-0.00591	-0.00004	0.00000	-0.00002	-0.17027	-0.03882	-0.02309	-0.04326	0.00324	-0.00367	0.00047	-0.00001	0.00393	0.00047	-0.00001	0.00393	-0.00001	-0.00001	0.00001	2.63761	-3.26810	2.61930
762	0.00011	-0.00026	0.00009	0.00487	-0.00984	0.00474	0.53579	-0.34414	0.51262	-0.00445	-0.06346	-0.01826	-0.02609	-0.02820	-0.00751	-0.00421	-0.00616	-0.00085	-0.02427	0.03474	0.04486	-0.00753	0.00900	0.03576	-0.00357	0.00675	0.00666	0.01169	0.00506	0.01996	0.36459	-0.11081	0.08327	-0.10904	0.02793	0.01013	-0.01620	0.00976	-0.00409	-0.01620	0.00976	-0.00409	-0.00006	0.00000	-0.00001	-0.17823	-0.01503	0.00684	-0.04224	-0.00047	-0.00074	-0.00020	-0.00038	0.00350	-0.00020	-0.00038	0.00350	0.00000	-0.00001	0.00001	3.49055	-3.72160	3.06911
763	0.00008	-0.00026	0.00010	0.00345	-0.00989	0.00522	0.60629	-0.36992	0.53831	-0.00506	-0.06202	-0.01723	-0.02921	-0.02746	-0.01057	-0.00565	-0.00574	-0.00073	-0.02802	0.03137	0.04354	-0.00919	0.00941	0.03365	-0.00284	0.00506	0.00841	0.00856	-0.00004	0.03124	0.47485	-0.13761	0.12182	-0.12706	0.03741	0.01272	-0.02126	0.01355	-0.00160	-0.02126	0.01355	-0.00160	-0.00008	0.00000	0.00000	-0.18373	0.01795	0.04015	-0.03814	-0.00625	0.00280	-0.00051	-0.00044	0.00210	-0.00051	-0.00044	0.00210	0.00001	-0.00000	0.00001	4.23153	-4.36430	3.65337
764	0.00006	-0.00027	-0.00001	0.00246	-0.01001	0.00028	0.64763	-0.43099	0.59450	-0.00759	-0.06295	-0.02024	-0.03216	-0.02849	-0.01595	-0.00668	-0.00564	-0.00080	-0.03147	0.03021	0.04184	-0.01258	0.00695	0.02984	-0.00098	0.00227	0.00757	0.00543	-0.00397	0.04179	0.59702	-0.19137	0.15583	-0.14567	0.04602	0.01396	-0.02698	0.01800	-0.00037	-0.02698	0.01800	-0.00037	-0.00011	0.00002	0.00001	-0.20013	0.04143	0.06055	-0.03056	-0.01118	0.00562	-0.00028	-0.00007	0.00016	-0.00028	-0.00007	0.00016	0.00002	0.00000	0.00000	5.12292	-5.16574	4.17159
765	0.00004	-0.00025	-0.00015	0.00177	-0.00892	-0.00636	0.66709	-0.48488	0.62429	-0.01138	-0.06479	-0.02589	-0.03354	-0.03130	-0.02179	-0.00703	-0.00619	-0.00170	-0.03453	0.02932	0.04102	-0.01589	0.00362	0.02696	0.00046	-0.00008	0.00604	0.00351	-0.00732	0.04854	0.73122	-0.26229	0.17602	-0.15988	0.05157	0.01331	-0.03267	0.02204	-0.00113	-0.03267	0.02204	-0.00113	-0.00015	0.00005	0.00001	-0.22581	0.04763	0.05787	-0.02301	-0.01277	0.00614	-0.00017	0.00032	-0.00142	-0.00017	0.00032	-0.00142	0.00002	0.00001	-0.00000	6.23633	-5.98356	4.46031
766	0.00000	-0.00016	-0.00027	0.00006	-0.00505	-0.01228	0.65722	-0.47151	0.61025	-0.01489	-0.06511	-0.03120	-0.03220	-0.03481	-0.02565	-0.00669	-0.00766	-0.00346	-0.03554	0.02475	0.04091	-0.01756	0.00128	0.02712	0.00057	-0.00111	0.00540	0.00367	-0.01148	0.05197	0.86090	-0.31554	0.18932	-0.16543	0.05225	0.01340	-0.03701	0.02454	-0.00258	-0.03701	0.02454	-0.00258	-0.00019	0.00008	0.00000	-0.24634	0.04408	0.04219	-0.01934	-0.01154	0.00479	-0.00110	0.00023	-0.00167	-0.00110	0.00023	-0.00167	0.00003	0.00002	-0.00000	7.42396	-6.59515	4.54995
767	-0.00005	-0.00006	-0.00031	-0.00224	-0.00105	-0.01427	0.62050	-0.38056	0.59739	-0.01685	-0.06299	-0.03424	-0.02818	-0.03739	-0.02638	-0.00580	-0.00958	-0.00510	-0.03258	0.01501	0.04051	-0.01686	0.00027	0.03019	-0.00076	-0.00092	0.00581	0.00636	-0.01677	0.05598	0.96382	-0.32447	0.20397	-0.16429	0.04820	0.01667	-0.03804	0.02492	-0.00273	-0.03804	0.02492	-0.00273	-0.00022	0.00009	0.00001	-0.24744	0.04038	0.03784	-0.02025	-0.01027	0.00419	-0.00290	-0.00031	-0.00033	-0.00290	-0.00031	-0.00033	0.00005	0.00002	0.00001	8.57705	-6.83369	4.63421
768	-0.00006	-0.00005	-0.00020	-0.00292	-0.00101	-0.00913	0.59020	-0.27019	0.61196	-0.01683	-0.05968	-0.03478	-0.02338	-0.03743	-0.02494	-0.00495	-0.01073	-0.00549	-0.02582	0.00325	0.03879	-0.01420	-0.00010	0.03384	-0.00285	-0.00034	0.00666	0.01052	-0.02186	0.06206	1.04162	-0.30172	0.22033	-0.16217	0.04225	0.02198	-0.03452	0.02339	-0.00083	-0.03452	0.02339	-0.00083	-0.00020	0.00008	0.00002	-0.22428	0.03382	0.05244	-0.02401	-0.01061	0.00570	-0.00421	-0.00089	0.00178	-0.00421	-0.00089	0.00178	0.00005	0.00001	0.00001	9.67307	-6.69538	4.79902
769	-0.00001	-0.00010	0.00001	-0.00030	-0.00380	0.00090	0.57864	-0.21543	0.62367	-0.01515	-0.05620	-0.03283	-0.02002	-0.03499	-0.02340	-0.00474	-0.01039	-0.00464	-0.01790	-0.00566	0.03508	-0.01114	-0.00092	0.03511	-0.00459	-0.00018	0.00694	0.01384	-0.02529	0.06652	1.11839	-0.27925	0.22923	-0.16213	0.03754	0.02549	-0.02751	0.02077	0.00233	-0.02751	0.02077	0.00233	-0.00016	0.00007	0.00003	-0.18656	0.01877	0.07167	-0.02861	-0.01169	0.00798	-0.00378	-0.00114	0.00344	-0.00378	-0.00114	0.00344	0.00003	-0.00000	0.00002	10.60276	-6.32963	4.91672
770	0.00008	-0.00010	0.00019	0.00377	-0.00426	0.00894	0.54705	-0.25004	0.61719	-0.01247	-0.05186	-0.02821	-0.01835	-0.03196	-0.02280	-0.00469	-0.00916	-0.00368	-0.01169	-0.00967	0.02951	-0.00914	-0.00265	0.03236	-0.00517	-0.00060	0.00575	0.01629	-0.02643	0.06772	1.19671	-0.26431	0.22197	-0.16300	0.03603	0.02370	-0.01978	0.01817	0.00548	-0.01978	0.01817	0.00548	-0.00011	0.00005	0.00004	-0.15627	0.01034	0.08968	-0.03174	-0.01250	0.01002	-0.00192	-0.00088	0.00397	-0.00192	-0.00088	0.00397	-0.00001	-0.00001	0.00001	11.26612	-5.96232	4.90719
771	0.00009	-0.00000	0.00024	0.00414	-0.00090	0.01132	0.47049	-0.34322	0.61243	-0.00928	-0.04598	-0.02187	-0.01687	-0.03002	-0.02287	-0.00395	-0.00809	-0.00336	-0.00789	-0.01034	0.02278	-0.00807	-0.00415	0.02617	-0.00451	-0.00107	0.00357	0.01925	-0.02564	0.07003	1.24914	-0.24236	0.20804	-0.16264	0.03799	0.01688	-0.01386	0.01623	0.00750	-0.01386	0.01623	0.00750	-0.00009	0.00005	0.00005	-0.15038	0.03148	0.11518	-0.03093	-0.01339	0.01254	-0.00045	-0.00025	0.00345	-0.00045	-0.00025	0.00345	-0.00002	-0.00001	0.00001	11.74311	-5.80664	4.87670
772	-0.00002	0.00008	0.00023	-0.00066	0.00224	0.01050	0.38219	-0.41507	0.58523	-0.00591	-0.03943	-0.01617	-0.01434	-0.02954	-0.02331	-0.00265	-0.00754	-0.00324	-0.00561	-0.00995	0.01600	-0.00688	-0.00396	0.01855	-0.00318	-0.00110	0.00198	0.02089	-0.02433	0.07525	1.27098	-0.21293	0.20637	-0.15930	0.03978	0.01079	-0.01041	0.01443	0.00777	-0.01041	0.01443	0.00777	-0.00007	0.00004	0.00005	-0.16611	0.07070	0.14273	-0.02603	-0.01397	0.01529	-0.00070	0.00034	0.00245	-0.00070	0.00034	0.00245	-0.00000	0.00000	0.00001	12.12462	-5.93456	4.88596
773	-0.00009	0.00008	0.00021	-0.00418	0.00195	0.00974	0.31482	-0.39910	0.47873	-0.00300	-0.03332	-0.01277	-0.01096	-0.02970	-0.02421	-0.00168	-0.00713	-0.00273	-0.00423	-0.00937	0.01043	-0.00504	-0.00238	0.01147	-0.00190	-0.00081	0.00171	0.01835	-0.02427	0.07798	1.29925	-0.19340	0.21710	-0.15059	0.03617	0.01155	-0.00817	0.01189	0.00665	-0.00817	0.01189	0.00665	-0.00005	0.00003	0.00004	-0.18738	0.08941	0.14873	-0.02051	-0.01248	0.01588	-0.00187	0.00057	0.00188	-0.00187	0.00057	0.00188	0.00002	0.00002	0.00001	12.37829	-6.23052	4.83814
774	-0.00000	-0.00001	0.00018	-0.00009	-0.00090	0.00837	0.25229	-0.30800	0.31836	-0.00087	-0.02810	-0.01090	-0.00782	-0.02878	-0.02561	-0.00132	-0.00633	-0.00242	-0.00364	-0.00870	0.00674	-0.00298	-0.00066	0.00599	-0.00088	-0.00043	0.00187	0.01362	-0.02654	0.07468	1.35973	-0.19029	0.22420	-0.13450	0.02687	0.01810	-0.00546	0.00865	0.00542	-0.00546	0.00865	0.00542	-0.00003	0.00002	0.00004	-0.19725	0.07425	0.12662	-0.01860	-0.00880	0.01326	-0.00225	0.00050	0.00210	-0.00225	0.00050	0.00210	0.00003	0.00002	0.00001	12.56201	-6.52936	4.69255
775	0.00019	-0.00011	0.00009	0.00884	-0.00436	0.00437	0.16510	-0.21577	0.20570	0.00096	-0.02387	-0.00843	-0.00567	-0.02563	-0.02723	-0.00091	-0.00501	-0.00314	-0.00381	-0.00810	0.00458	-0.00162	0.00066	0.00220	-0.00003	0.00006	0.00135	0.01192	-0.03126	0.06930	1.43336	-0.19074	0.22392	-0.11183	0.01669	0.02378	-0.00160	0.00562	0.00534	-0.00160	0.00562	0.00534	-0.00001	0.00000	0.00004	-0.18246	0.04397	0.09941	-0.02183	-0.00437	0.00948	-0.00173	0.00038	0.00233	-0.00173	0.00038	0.00233	0.00003	0.00002	0.00001	12.91209	-6.75217	4.56260
776	0.00032	-0.00021	-0.00003	0.01492	-0.00761	-0.00066	0.03854	-0.17260	0.18343	0.00294	-0.01990	-0.00458	-0.00423	-0.02138	-0.02842	0.00001	-0.00351	-0.00440	-0.00473	-0.00782	0.00305	-0.00151	0.00138	-0.00069	0.00049	0.00049	0.00025	0.01495	-0.03663	0.06612	1.49756	-0.18265	0.22945	-0.08485	0.00882	0.02525	0.00321	0.00345	0.00689	0.00321	0.00345	0.00689	0.00001	-0.00001	0.00005	-0.14064	0.01246	0.08616	-0.02830	0.00062	0.00660	-0.00193	0.00010	0.00171	-0.00193	0.00010	0.00171	0.00002	0.00001	0.00001	13.54898	-6.84867	4.54445
777	0.00031	-0.00028	-0.00008	0.01447	-0.01010	-0.00285	-0.13908	-0.16355	0.19338	0.00452	-0.01506	-0.00084	-0.00301	-0.01806	-0.02833	0.00107	-0.00240	-0.00508	-0.00632	-0.00832	0.00188	-0.00220	0.00070	-0.00353	0.00042	0.00022	-0.00056	0.01936	-0.03888	0.06356	1.57409	-0.16673	0.25105	-0.05366	0.00151	0.02632	0.00828	0.00246	0.00948	0.00828	0.00246	0.00948	0.00002	-0.00002	0.00006	-0.08973	-0.01684	0.07865	-0.03422	0.00558	0.00426	-0.00347	-0.00049	0.00064	-0.00347	-0.00049	0.00064	0.00002	0.00001	0.00000	14.27853	-6.73075	4.62137
778	0.00019	-0.00030	-0.00007	0.00855	-0.01084	-0.00243	-0.35937	-0.14269	0.16664	0.00505	-0.00995	0.00139	-0.00203	-0.01620	-0.02643	0.00173	-0.00215	-0.00511	-0.00808	-0.00996	0.00155	-0.00269	-0.00134	-0.00593	-0.00008	-0.00083	-0.00068	0.02240	-0.03578	0.05808	1.70692	-0.15193	0.28565	-0.01525	-0.00875	0.03249	0.01216	0.00290	0.01170	0.01216	0.00290	0.01170	0.00002	-0.00001	0.00007	-0.05891	-0.03351	0.06004	-0.03630	0.00731	0.00159	-0.00473	-0.00096	0.00019	-0.00473	-0.00096	0.00019	0.00001	0.00001	0.00000	14.84603	-6.39990	4.73926
779	-0.00002	-0.00026	-0.00010	-0.00103	-0.00943	-0.00402	-0.56160	-0.08122	0.09018	0.00498	-0.00665	0.00305	-0.00140	-0.01486	-0.02286	0.00184	-0.00271	-0.00513	-0.00906	-0.01187	0.00192	-0.00256	-0.00283	-0.00695	-0.00057	-0.00162	-0.00046	0.02659	-0.03050	0.05074	1.89743	-0.14596	0.32105	0.03296	-0.02261	0.04359	0.01387	0.00410	0.01214	0.01387	0.00410	0.01214	0.00002	0.00000	0.00006	-0.06336	-0.02945	0.02971	-0.03405	0.00434	-0.00105	-0.00428	-0.00081	0.00053	-0.00428	-0.00081	0.00053	0.00000	0.00000	0.00000	15.24219	-6.04793	4.84059
780	-0.00026	-0.00019	-0.00021	-0.01228	-0.00637	-0.00941	-0.66853	0.00674	-0.00925	0.00542	-0.00602	0.00573	-0.00076	-0.01356	-0.01863	0.00150	-0.00342	-0.00503	-0.00849	-0.01220	0.00153	-0.00241	-0.00228	-0.00681	-0.00064	-0.00135	-0.00048	0.03590	-0.02978	0.04760	2.08073	-0.14523	0.34361	0.08774	-0.03655	0.05362	0.01510	0.00431	0.01080	0.01510	0.00431	0.01080	0.00006	0.00001	0.00004	-0.09121	-0.01237	-0.00003	-0.02999	0.00064	-0.00333	-0.00268	-0.00036	0.00074	-0.00268	-0.00036	0.00074	-0.00000	0.00000	0.00000	15.58310	-5.86047	4.85437
781	-0.00048	-0.00006	-0.00032	-0.02257	-0.00153	-0.01496	-0.67018	0.06951	-0.10307	0.00659	-0.00662	0.00912	0.00015	-0.01260	-0.01507	0.00106	-0.00357	-0.00426	-0.00660	-0.01049	-0.00062	-0.00294	-0.00047	-0.00673	-0.00016	-0.00043	-0.00091	0.04920	-0.03727	0.05274	2.17726	-0.13220	0.35016	0.13950	-0.04559	0.05746	0.01913	0.00279	0.00954	0.01913	0.00279	0.00954	0.00011	0.00000	0.00003	-0.11668	0.00745	-0.02108	-0.02763	0.00082	-0.00590	-0.00105	-0.00030	0.00019	-0.00105	-0.00030	0.00019	-0.00000	-0.00000	0.00000	15.83721	-5.74165	4.75102
782	-0.00066	0.00013	-0.00037	-0.03080	0.00584	-0.01796	-0.63488	0.06170	-0.17805	0.00777	-0.00633	0.01194	0.00108	-0.01198	-0.01285	0.00060	-0.00308	-0.00294	-0.00469	-0.00843	-0.00344	-0.00395	0.00116	-0.00719	0.00076	0.00037	-0.00142	0.05981	-0.04972	0.06091	2.16426	-0.09198	0.35245	0.18026	-0.04773	0.05597	0.02726	0.00068	0.01021	0.02726	0.00068	0.01021	0.00016	-0.00000	0.00003	-0.12564	0.03010	-0.03092	-0.02925	0.00377	-0.00859	0.00046	-0.00054	-0.00077	0.00046	-0.00054	-0.00077	0.00000	-0.00001	-0.00000	15.83164	-5.44946	4.56993
