	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
514	5.74200	-6.33348	2.70597	59.02607	4.51102	-1.91678	51.39289	-36.57320	15.61190	25.54618	39.62871	8.83250	-12.58659	17.81296	-4.30625	11.85179	-16.39821	-3.73337	80.37817	-20.08588	44.83700	47.36794	26.53353	-39.66340	-4.69638	17.14846	-4.35623	4.18563	-16.87334	-17.37509	-0.05666	9.04036	-3.51024	0.75254	-0.58924	-11.25809	-0.36719	1.48505	-0.79736	-0.01876	-0.32088	-1.55542
515	9.99291	-8.67980	2.32811	61.06396	3.42451	-1.63497	65.63868	-42.33467	16.40331	25.57232	29.21923	6.24399	-9.38243	12.23214	-2.99666	12.23297	-16.74929	-3.97017	97.46003	-47.07683	46.00584	51.76042	41.52079	-40.45660	-3.42815	16.42809	-4.11093	3.00794	-21.84523	-20.71235	-0.35980	8.02544	-1.99839	1.12200	-0.61256	-12.42365	-0.44484	1.27491	-0.13908	-0.18607	-0.34033	-1.51697
516	11.78982	-10.51268	2.88796	62.79840	2.79894	-1.23695	67.31328	-39.33945	16.85070	32.32450	18.25802	5.01621	-6.67599	7.61270	-1.92403	12.35639	-17.08709	-4.18222	107.58158	-62.64920	41.24777	40.40044	38.65247	-39.84583	-0.68449	19.93635	-7.46498	-2.95699	-18.49797	-16.23237	-0.02209	8.01301	-1.79031	1.00671	-0.05336	-8.15520	-0.34568	1.15206	0.06441	-0.17269	-0.10837	-1.04571
517	10.75447	-10.31208	3.34464	63.48166	4.51053	-0.94947	58.10245	-28.28111	14.97191	41.98116	15.60264	6.82277	-4.59217	4.15005	-1.09292	12.37440	-17.16940	-4.03140	109.18059	-53.54676	34.36863	27.69661	35.95163	-36.38913	-0.26059	23.97477	-8.90653	-8.72405	-11.33252	-9.63187	0.51235	9.09523	-2.13054	0.50258	0.74894	-3.09761	-0.18270	1.20551	-0.06326	0.03726	0.25328	-0.53084
518	9.65280	-7.70904	1.87305	62.61798	5.99816	-1.08248	52.84254	-19.06818	11.88883	39.92511	18.05329	6.88978	-2.79815	1.85008	-0.58860	12.35233	-17.18883	-3.82450	100.90054	-39.76527	28.64635	25.87201	47.63965	-37.95425	-1.48657	25.30053	-7.80011	-12.29627	-9.55645	-7.96278	0.99997	9.97252	-2.46484	-0.49590	0.26124	-1.72884	-0.05973	1.24209	-0.15814	0.09317	0.29141	-0.41674
519	7.82003	-5.34014	0.59573	62.87091	4.33474	-1.41718	54.79179	-22.52664	11.75459	25.93029	18.52139	2.58136	-1.25751	0.28357	-0.36255	12.45701	-17.52953	-4.05680	84.08474	-47.74948	25.05010	39.43250	62.55325	-50.98189	-0.73138	22.23865	-8.26374	-14.76036	-13.05362	-9.99601	1.30726	8.60944	-3.27428	-1.25243	-1.12331	-2.54038	0.00430	0.98003	-0.19715	-0.05807	-0.05191	-0.57097
520	3.94963	-6.10314	2.59593	66.86096	0.90522	-1.37375	59.79934	-38.00970	16.83940	17.94880	16.63444	-1.49387	1.08356	-1.95198	0.11700	12.75799	-18.23837	-4.67661	74.81474	-73.40022	26.05540	56.66237	64.94509	-68.86044	2.95547	16.14517	-12.46877	-16.14084	-15.73734	-11.62819	1.32921	5.46522	-5.20876	-1.32658	-2.17556	-3.15505	0.01820	0.55412	-0.43077	-0.24722	-0.43226	-0.71205
521	1.71119	-8.94899	6.41791	72.73952	-0.24660	-0.90262	65.42983	-49.43987	23.80918	30.00102	14.75719	-1.59476	1.42737	-2.64232	0.47839	12.95896	-18.97379	-5.18549	90.01684	-84.91209	30.40682	54.16280	55.36728	-80.29544	6.73222	13.83737	-17.98006	-16.17109	-15.37199	-12.52174	1.22654	4.25352	-7.27315	-1.25937	-2.74789	-4.06320	0.00990	0.50887	-0.77096	-0.37796	-0.60356	-0.94363
522	2.99978	-12.99991	10.42958	77.57845	3.21596	-0.44947	78.55897	-61.66068	31.99222	57.92528	15.44815	1.31672	2.06080	-3.48671	0.97893	13.00309	-19.35410	-5.25427	138.76872	-88.40971	41.79595	32.99959	43.38163	-80.22617	8.03720	18.91542	-20.98011	-16.13775	-12.49421	-12.59233	1.37871	6.37636	-7.83976	-1.27817	-2.50756	-4.50970	0.01664	0.92009	-0.89370	-0.38060	-0.50298	-1.13320
523	6.24660	-15.21488	12.43544	80.24158	8.95050	-0.30218	94.71095	-74.82450	36.89111	82.70968	20.48680	5.27510	2.74718	-3.87852	1.29405	13.10778	-19.34875	-5.08951	196.11703	-92.69958	55.12414	19.77821	36.36247	-69.10613	6.98271	24.62283	-19.90028	-18.73754	-7.05824	-10.09150	1.68279	8.66696	-6.95308	-1.94517	-0.69083	-1.86288	0.03086	1.22519	-0.75455	-0.35241	-0.13791	-0.68276
524	8.53160	-12.75277	10.30461	81.11864	12.13370	-0.27463	99.35203	-71.12475	34.76662	90.72794	25.14599	7.99254	3.22149	-3.47312	1.32557	13.12927	-19.27083	-5.08786	223.56152	-90.13557	57.64889	24.92525	35.58185	-50.85989	4.61119	23.92269	-15.21668	-21.17252	-1.87973	-6.31239	1.74204	8.72950	-5.58348	-2.11317	1.93820	2.39091	0.03026	1.12227	-0.53669	-0.17334	0.34354	0.27524
525	9.60955	-6.99610	5.13699	80.60960	10.46183	-0.17181	88.86072	-41.91949	30.49660	83.99469	20.68135	6.14231	3.42865	-2.55260	1.22396	12.83587	-19.42876	-5.34187	210.62631	-78.45770	46.23603	30.28792	36.31766	-39.10471	2.66700	18.47011	-10.85851	-19.88099	-2.06795	-5.29892	1.51513	7.68625	-5.20353	-0.35833	2.56997	3.82322	-0.00907	0.91166	-0.50178	0.30046	0.47897	0.83516
526	8.88861	-1.98626	1.03303	79.23195	6.83353	-0.19520	74.47304	-11.53819	29.41190	71.13449	8.53131	-0.37932	3.22814	-1.50546	1.01720	12.59439	-19.75772	-5.60379	176.39003	-73.94932	30.69167	18.63532	33.95440	-46.55576	2.87798	13.43145	-11.73692	-19.44348	-5.08130	-7.68593	1.01417	7.14044	-6.69755	0.82744	1.02167	2.09020	-0.09677	0.90730	-0.72921	0.55331	0.21505	0.66627
527	5.50671	0.81214	-1.01124	79.82625	6.05560	-0.35116	64.37503	0.73121	29.17855	62.82951	2.21336	-5.48888	2.60531	-0.61263	0.65342	12.93645	-19.90266	-5.65137	145.35260	-70.09727	19.79323	-0.95014	29.43536	-62.57814	4.71746	11.26697	-15.86736	-22.16022	-4.20851	-10.47752	0.65029	7.33422	-8.05990	-0.31279	0.07312	-0.07352	-0.08082	1.11435	-0.83862	0.32097	0.01002	0.14007
528	1.94272	2.34370	-2.73097	82.66422	7.54933	-0.40559	61.74161	4.36668	32.38980	60.16202	6.06511	-5.10217	1.98670	-0.16732	0.34742	13.54892	-19.81637	-5.66030	129.12225	-46.15948	24.23315	-11.56706	30.64882	-64.56550	6.53719	10.82557	-18.19713	-23.22256	1.28511	-10.78896	0.90792	7.77799	-7.61992	-2.18519	0.88174	-0.84982	0.13579	1.36367	-0.61329	-0.05833	0.02431	-0.25582
529	-0.08862	4.40514	-5.64768	83.22054	7.07629	-0.40178	65.06380	10.87769	43.42588	53.30915	9.20991	-3.12390	1.64781	-0.00459	0.19394	13.54317	-19.76179	-5.83380	119.93125	-14.80768	47.06081	-12.52432	48.43519	-47.68650	7.03579	9.78345	-18.93771	-18.69718	6.32668	-7.94288	0.99104	8.04603	-7.13622	-2.98871	2.22685	-0.25867	0.25889	1.44499	-0.42308	-0.35313	0.14149	-0.31651
530	-1.08298	8.55354	-10.48011	81.76378	5.11546	-0.24113	66.34809	16.87350	51.40914	50.15940	7.86585	-2.48596	1.50458	0.55166	-0.05539	12.75991	-19.73842	-5.92988	118.63570	-2.53600	64.66892	-2.49810	83.21016	-25.70434	5.42989	8.35131	-19.58598	-10.67463	6.99518	-3.72454	0.06941	8.24110	-8.11512	-2.52268	2.78935	0.65189	0.01069	1.27793	-0.52561	-0.51201	0.26097	-0.19353
531	-2.35570	11.54142	-13.45412	82.57780	5.10994	0.28633	60.90186	9.71079	39.91338	66.30685	9.28841	-0.53253	1.37285	1.43896	-0.28189	11.82057	-19.66262	-5.73127	136.06450	-19.54466	48.41916	25.26643	115.98426	-11.62808	2.57216	7.25060	-18.37688	-4.39353	7.05174	-0.10092	-0.96184	8.45538	-9.22857	-1.50779	3.45253	1.69230	-0.29318	1.02463	-0.64444	-0.45991	0.44188	-0.01414
532	-4.01036	7.65154	-9.67018	85.20406	7.42594	0.85138	59.50460	-12.39630	16.39089	93.60207	15.74175	3.88168	1.36322	1.55724	0.01503	11.09953	-19.69309	-5.47197	173.27699	-54.28611	12.13934	52.44487	120.05942	-11.15308	0.55677	4.60132	-15.71016	-3.04926	10.80355	1.22141	-0.94634	8.49165	-9.16368	-0.36341	5.21597	2.92203	-0.13194	0.94938	-0.55630	-0.16832	0.71616	0.21154
533	-1.70336	0.98826	-2.27383	85.50612	8.96864	1.00044	75.00758	-26.04282	13.07092	108.61229	19.71523	6.78320	2.00793	0.75265	0.78784	10.42470	-19.98038	-5.47931	215.56587	-73.58533	7.07884	46.39198	86.93535	-24.35113	0.42364	0.77425	-16.20114	-6.90476	14.38951	-1.51390	-0.22283	8.35255	-8.36485	0.35290	6.25787	3.02239	0.37672	1.08576	-0.40796	0.17938	0.81077	0.34035
534	5.42391	2.60527	0.74418	80.90284	8.04113	0.56497	94.16013	-13.69558	39.10223	98.95584	18.13609	5.37069	3.12469	0.47032	1.29192	9.62088	-20.34807	-5.66097	228.77338	-54.96509	43.75127	6.68706	41.45142	-42.15711	1.57868	-0.32111	-20.80087	-12.83873	14.16175	-6.93883	0.38543	8.19520	-7.54077	-0.16812	5.17495	1.30921	0.69158	1.22451	-0.35146	0.27378	0.54663	0.23029
535	10.23173	13.88038	-2.82930	73.62675	7.35924	-0.28869	89.52007	12.18716	62.83557	77.27353	20.42056	3.23974	3.54949	1.60573	1.14041	8.88116	-20.42676	-5.67172	193.37715	-6.49490	71.97849	-35.43984	18.91127	-51.63227	2.14542	1.43136	-25.23887	-14.23722	13.22940	-9.63832	0.41284	8.31161	-7.32554	-0.91552	3.83638	-0.11288	0.58514	1.30512	-0.43429	0.14501	0.23017	0.07436
536	10.19070	24.88893	-6.03612	67.77169	9.81034	-1.07078	61.82288	31.00082	67.22160	64.68356	32.35416	5.08814	2.98916	3.18027	1.08701	8.18388	-20.08973	-5.44523	140.01463	47.45337	70.82957	-54.38119	26.59301	-48.11016	-0.25458	0.93703	-25.75424	-8.38496	13.03593	-6.68633	-0.27393	8.59010	-7.67530	-0.39128	3.75271	0.40103	0.33817	1.31045	-0.55310	0.04466	0.22110	0.07539
537	8.84311	26.40076	-2.88724	64.46542	12.45083	-0.98153	36.26395	32.28542	65.45918	65.25912	37.63090	8.70016	2.27567	3.52216	1.71161	7.05286	-19.61817	-5.25348	109.28245	66.33058	65.67390	-57.11160	46.14460	-32.71475	-4.90003	-2.62674	-22.49551	0.82429	10.20475	-0.15650	-0.66092	8.88884	-7.78874	0.96149	3.83082	1.84603	0.36990	1.22691	-0.55601	0.03285	0.48576	0.16034
538	5.38713	18.07489	0.80352	61.28006	10.64145	0.11076	26.70312	17.06360	57.97223	65.41228	18.48153	7.87778	1.66725	2.27915	1.97062	5.35639	-19.25374	-5.20628	100.34260	22.45123	56.87842	-70.94616	61.64890	-5.08378	-7.22638	-4.01272	-16.86109	9.13023	6.20695	6.51457	0.65813	9.12372	-7.10184	2.15119	3.52955	3.05643	0.68476	1.12503	-0.39962	0.05777	0.71943	0.21415
539	-0.45879	5.18853	-1.07054	56.14494	7.14340	0.92243	33.52141	-6.65360	37.15685	59.91245	-7.84193	2.39461	1.03708	0.62105	1.07070	3.62800	-18.73815	-5.00575	104.89519	-49.24637	29.70693	-98.02611	67.55213	22.26250	-6.24454	-1.93530	-10.76078	13.01785	7.76905	8.69088	2.37988	9.09632	-5.86750	2.92876	4.02245	3.40231	0.77683	1.07690	-0.12308	0.07258	0.71534	0.12797
540	-2.16182	-9.04447	-3.48091	51.57636	6.20241	0.83212	54.84121	-31.89315	13.19784	63.83996	-14.76093	-3.01499	0.81644	-0.58675	0.08921	2.50201	-17.84531	-4.61593	140.04285	-95.65566	-3.71857	-100.81421	61.66462	28.31630	-6.19861	-0.56213	-6.65754	10.72061	13.97046	4.74889	2.39977	8.63982	-4.58385	3.89158	4.93804	3.15626	0.52732	0.99397	0.15061	0.18969	0.52649	0.05167
541	1.45468	-20.42683	-4.09664	50.21815	6.79148	0.59977	82.84287	-51.75698	1.65173	82.07322	-4.01328	-5.83470	0.97145	-1.17438	-0.06636	2.08225	-16.71816	-4.36173	200.65550	-107.33856	-23.79979	-52.00810	44.49403	21.64276	-6.93391	-2.44931	-2.90963	5.16511	13.47280	0.73360	2.19389	6.05327	-3.27820	4.84081	3.62260	3.41714	0.47865	0.40426	0.16114	0.43957	0.24825	0.25932
542	-1.85347	-23.33608	-13.43200	48.01281	8.29259	0.26689	99.27456	-59.63169	-2.60567	88.78362	11.14827	-5.71235	0.37442	-1.16044	-0.40302	1.69295	-15.35312	-4.09390	226.06396	-95.44162	-37.61547	11.59154	33.42754	32.37949	-4.39632	-4.18772	0.02429	1.03614	0.76114	2.72040	3.42855	2.21067	-3.18242	3.81500	-0.45809	3.73039	0.75118	-0.36849	-0.25269	0.43386	-0.05979	0.49182
543	-16.07247	-16.58661	-32.84926	39.40929	9.71948	-0.48899	87.14116	-51.30896	-8.09441	62.06702	21.44965	-2.83891	-0.92294	-0.79053	-1.56770	0.57377	-13.78992	-3.47980	164.60435	-60.76711	-51.00494	32.29279	43.53587	63.54364	-0.77977	-1.99530	-2.86980	5.17334	-9.06155	9.39612	4.34668	1.36614	-4.79323	2.33887	-2.47761	3.60587	0.86977	-0.42708	-0.74557	0.18354	-0.17382	0.45300
544	-23.22093	-6.48083	-39.97672	26.52761	5.89206	-0.80827	59.17826	-35.00025	6.05892	16.48191	15.05738	0.07905	-0.51448	-0.82709	-1.47898	-1.02937	-12.51028	-2.82387	54.70047	-25.42103	-33.58423	17.81684	46.36781	81.27130	-0.36515	1.57256	-10.03194	16.84378	-2.14443	12.31823	4.12587	3.16492	-5.98300	3.59561	0.86877	3.09805	0.76880	-0.09337	-0.84979	0.18989	0.10472	0.12596
545	-11.64817	-2.80760	-25.22453	17.10013	-0.00849	-0.52110	46.16116	-28.84818	41.23270	-13.34771	2.04356	0.25746	2.86589	-1.94652	0.52124	-2.26432	-11.38417	-2.35837	-14.03543	-11.88981	10.40583	7.18057	6.42620	64.30271	-2.18210	2.83998	-14.22157	24.28596	8.35231	9.85840	4.08680	4.16663	-5.72903	6.39698	4.26006	3.13149	0.75030	-0.01469	-0.62408	0.47505	0.36694	-0.07472
546	-3.90186	-3.40286	-22.17127	15.56263	0.10008	-0.23663	40.16322	-23.53321	25.21633	-8.76457	0.85285	-1.63563	5.21734	-2.31481	-0.04253	-2.76358	-9.82942	-1.88736	-19.34350	-0.45234	-15.51640	-1.94500	-54.01274	27.86901	-2.53604	1.24794	-9.40371	22.16124	10.11775	7.58837	4.56304	2.85006	-4.72749	7.74770	3.78042	4.10454	0.77958	-0.14140	-0.38057	0.66096	0.29261	0.13111
547	-32.91179	10.44709	-63.38091	17.38995	1.60677	0.41980	-10.23580	21.80041	-101.78432	13.62346	-2.24368	-3.21832	0.67743	1.02375	-6.08887	-2.71664	-8.17350	-1.49535	-37.26921	40.55836	-178.54659	-26.72369	-84.96076	2.33998	-0.44816	-1.86813	3.86379	16.09628	5.34996	9.23250	4.64729	0.12656	-3.62249	7.34586	1.18223	5.35589	0.62551	-0.21005	-0.22315	0.68455	0.01641	0.56483
548	-94.18443	45.64297	-113.72373	16.23751	-0.65374	1.25754	-128.96155	108.14974	-252.08630	26.51161	-12.34276	-2.97795	-9.87772	6.76388	-11.82377	-2.31431	-6.81475	-1.26962	-134.72450	120.12728	-356.26917	-59.54235	-71.73975	1.80377	0.24355	-3.49448	15.76015	10.93673	-2.63896	14.92771	3.47597	-1.33393	-2.44908	6.33604	-1.93055	6.64722	0.31931	-0.06944	-0.08935	0.63632	-0.33087	1.01279
549	-150.56346	75.94234	-117.73986	12.14387	-3.70410	1.59463	-272.12390	170.84557	-287.75089	22.85014	-15.38503	-1.36926	-19.73135	8.67974	-10.81056	-1.79433	-5.64118	-1.06582	-284.97897	194.74219	-377.20743	-90.53146	-23.58000	10.59074	-1.19671	-1.21751	14.76139	8.34233	-9.73431	19.90794	2.10978	0.02481	-1.69308	4.93683	-4.39483	7.45649	0.25741	0.22771	-0.03813	0.40509	-0.57177	1.21526
550	-174.67822	84.00286	-105.01976	9.04552	-6.18046	2.01717	-381.29977	189.50352	-260.05963	14.52489	-15.59930	0.32484	-23.10508	7.21851	-9.21041	-1.40361	-4.63132	-0.82474	-415.08859	233.49910	-310.68988	-118.95730	46.99060	6.42086	0.12991	1.71996	1.37002	8.81460	-12.86673	19.90655	2.14572	1.62253	-2.02867	3.65157	-5.29263	7.75732	0.49786	0.30741	-0.13961	0.11431	-0.53423	1.18056
551	-159.88692	78.70511	-108.57511	7.91320	-9.62393	3.18838	-413.57541	193.13808	-257.19205	9.39643	-26.01351	1.84093	-19.42696	7.53931	-11.23465	-1.05648	-3.79417	-0.56803	-461.73120	238.67052	-279.24506	-126.65602	99.91661	-7.80665	5.68668	-1.07889	-9.75163	8.36652	-13.85821	15.37035	3.06874	-0.66394	-3.04810	2.91663	-4.87751	7.66776	0.55929	-0.21416	-0.27534	0.16332	-0.26791	1.14533
552	-107.62402	56.89642	-85.95200	5.79444	-13.33255	4.34997	-336.03885	160.94243	-211.76537	1.46388	-42.70426	3.67413	-10.86239	6.19158	-9.58656	-0.66723	-2.98949	-0.29252	-387.40823	179.00151	-217.96770	-90.14831	85.99262	1.50889	9.91487	-9.30882	-6.39664	4.80167	-14.61816	10.23477	3.28656	-6.44357	-3.77724	1.87854	-4.09606	6.73531	0.21104	-1.13773	-0.33002	0.30152	-0.07386	1.09642
553	-44.89598	24.01552	-26.69586	1.87540	-13.15028	4.17211	-182.16754	85.03066	-94.24156	-13.22519	-44.98745	5.51666	-2.98246	1.92339	-2.15787	-0.43409	-2.05749	0.03587	-231.54546	69.25358	-86.01493	-24.60522	8.68440	53.61635	7.01206	-13.95809	7.03504	6.98828	-11.17080	8.28921	2.28279	-10.71114	-3.58144	2.35423	-2.87082	5.63684	-0.23311	-1.74709	-0.30515	0.35113	-0.09546	1.02316
554	3.31316	-2.90318	12.97816	-4.79365	-5.89441	1.59338	-21.03967	11.14145	-4.07491	-36.72389	-18.67953	4.90110	1.84759	-1.37893	3.09128	0.10255	0.16574	0.56049	-77.78069	-6.18232	11.35151	15.81134	-61.80071	115.90016	-1.09197	-9.00974	17.49478	20.50782	-4.26984	12.10073	0.59122	-10.09901	-2.12569	6.47458	-1.15650	5.49373	-0.46644	-1.59172	-0.19484	0.64514	-0.12914	0.83963
555	29.50643	-15.69114	12.68275	-9.88054	-0.47297	-1.34587	71.00764	-21.19187	5.96827	-58.05867	9.64700	1.08233	5.15707	-2.30193	2.93965	-0.43618	0.21777	0.57249	-2.10205	-14.12609	16.16989	7.91198	-57.84214	131.01353	-5.14516	-1.50013	18.36355	22.58184	-7.09772	19.44724	-0.71124	-6.45685	-0.38466	7.27980	-2.38839	6.15262	-0.40857	-0.98485	-0.14404	0.63530	-0.25332	0.61281
556	32.23006	-14.68486	0.61069	-12.52742	-0.08604	-3.02296	56.03953	-8.67186	-22.66448	-62.03239	17.13640	-3.20592	6.94910	-1.50489	0.88714	-0.31532	0.07163	0.21955	-20.25835	20.89561	-21.13984	-7.77913	-1.60098	80.70383	0.10360	-2.47452	14.30518	4.01506	-14.99307	20.56816	-0.65783	-4.26954	-0.15807	1.59280	-5.34819	5.29899	-0.10399	-0.63253	-0.33043	0.03096	-0.43999	0.42560
557	15.80171	-4.59153	-5.71026	-10.91298	-0.67560	-3.11958	-18.77279	24.93757	-45.73157	-44.87985	12.65304	-4.14503	5.88663	-0.00450	-0.58666	0.33401	0.20315	-0.17308	-72.86270	60.58295	-49.03950	-12.06125	20.61137	23.80729	8.02360	-9.78036	16.85823	-6.07989	-15.29852	16.43062	-0.11009	-5.42884	-0.37280	-1.65683	-5.59383	4.00545	0.09844	-0.82136	-0.41290	-0.26348	-0.45095	0.42948
558	-7.68590	7.00122	-7.05507	-7.15506	2.93047	-2.83804	-75.65539	49.74850	-51.74902	-21.89766	18.72609	-2.14572	2.24507	1.05570	-0.89895	0.72744	0.67523	-0.25646	-97.67400	87.83006	-55.84073	-37.72600	-27.94312	12.78064	9.57926	-10.56191	30.08733	-1.40767	-11.14773	13.04758	-0.71178	-6.99881	1.67027	-0.27496	-4.18614	4.16760	-0.08366	-1.00472	0.01710	-0.10104	-0.40567	0.67311
559	-26.33466	14.67808	-6.63198	-3.85600	8.82930	-2.81228	-91.22221	53.91611	-44.81091	-4.27389	34.47827	-0.68891	-1.56023	1.16558	-0.12666	0.56021	1.05038	-0.13265	-87.18439	100.90034	-45.10220	-76.27589	-92.54922	31.39735	6.06668	-2.42941	41.91546	3.27463	-7.86537	10.56808	-1.83359	-6.47950	4.66944	1.24411	-3.36583	4.63361	-0.31227	-0.80817	0.49590	0.02030	-0.42638	0.85402
560	-33.05848	16.32664	-4.74768	-4.40146	12.11137	-3.41776	-77.92273	34.13898	-15.06460	0.30054	44.24595	-2.31065	-3.36125	0.75941	0.46824	-0.04314	1.02828	0.00067	-67.21670	92.30988	-7.41352	-62.46465	-127.44012	41.33633	4.21874	2.18821	38.54670	2.91871	-5.67074	7.38207	-1.84914	-5.34107	5.08118	1.24578	-2.90147	4.03655	-0.19665	-0.51188	0.42738	-0.01108	-0.42224	0.75599
561	-30.26668	14.29486	-3.93763	-8.27907	11.64734	-4.33781	-49.80458	-0.54866	33.20921	-5.80213	43.43369	-5.24974	-3.43496	0.72546	-0.44876	-0.67459	0.80585	0.13890	-51.60120	65.50846	44.42476	10.73670	-139.46152	35.65685	5.16503	-3.32926	21.81741	-0.55083	-4.42337	4.31038	-0.79512	-5.15250	2.46186	0.27538	-2.45697	2.76329	0.17369	-0.32803	-0.05563	-0.09743	-0.34796	0.50892
562	-30.35375	15.60056	-11.35450	-9.75341	8.84138	-4.26320	-39.83951	-13.30544	46.53613	-8.17161	35.00701	-6.02852	-3.64221	1.37656	-2.57655	-0.72310	0.70729	0.19787	-53.89700	52.60279	48.25692	57.57615	-116.85736	32.22938	6.62829	-12.83323	8.04619	-2.85347	-5.31638	4.56887	-0.17188	-6.32251	0.03255	-0.33663	-2.51649	2.42737	0.34730	-0.46984	-0.36415	-0.09795	-0.27595	0.39790
563	-40.67707	23.46200	-27.36960	-4.85579	5.60314	-2.73259	-69.96300	19.58185	-13.84775	0.90463	20.76497	-4.25324	-5.06344	2.09826	-4.18233	-0.86297	-1.28321	-0.13212	-79.59715	70.42381	-30.78633	27.04979	-46.81298	36.94055	7.86896	-17.45262	10.07474	-0.44081	-8.30250	9.04783	-0.94580	-8.03726	0.85622	0.56788	-3.17942	3.75562	0.06620	-0.92233	-0.09920	0.07961	-0.27429	0.52177
