	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
7	-0.00154	-0.03396	-0.01168	-0.04224	-0.20125	-0.11325	0.09538	-0.27786	-0.08468	0.01135	-0.12093	-0.07410	0.06065	-0.21071	-0.03799	0.03396	-0.01322	-0.02335	0.00545	-0.12610	-0.01024	-0.01400	-0.00469	-0.01087	-0.00714	-0.02213	0.00280	0.00608	-0.02077	-0.01040	-0.01758	-0.02018	-0.00947	-0.01361	-0.02246	-0.01120	-0.01068	-0.03621	-0.00863	-0.00987	-0.01571	-0.00979	0.00140	-0.05379	-0.00791	0.00139	-0.00068	0.00160	0.01365	-0.00508	0.00206	0.00300	-0.00097	0.00289	0.01332	-0.00559	-0.00087
8	-0.00409	-0.03391	-0.01038	-0.03063	-0.23140	-0.11140	0.19015	-0.36916	-0.11776	-0.00671	-0.13856	-0.05841	0.07131	-0.24917	-0.04783	0.01770	-0.02217	-0.01177	-0.00126	-0.14434	-0.01530	-0.01241	-0.00645	-0.01456	-0.01337	-0.01825	-0.00292	0.00948	-0.01924	-0.00658	-0.02329	-0.01184	-0.00861	-0.01963	-0.02167	-0.01562	-0.01562	-0.03145	-0.00198	-0.02101	-0.02084	-0.01666	-0.00551	-0.05110	-0.00151	-0.00208	-0.00108	-0.00239	0.00582	-0.00043	0.00566	-0.00102	-0.00128	-0.00114	0.00612	0.00017	0.00327
9	-0.00580	-0.03415	-0.00244	0.00634	-0.22662	-0.10305	0.25527	-0.43622	-0.15211	-0.01845	-0.11564	-0.02656	0.07456	-0.27670	-0.06627	-0.00774	-0.02573	0.00814	-0.01332	-0.15064	-0.02345	-0.00720	-0.01510	-0.00978	-0.00855	-0.01868	-0.00580	0.00166	-0.02284	0.00202	-0.01670	-0.01089	0.00306	-0.01657	-0.02330	-0.00627	-0.01469	-0.02240	0.00922	-0.02258	-0.02792	-0.01018	-0.00617	-0.03125	0.00899	-0.00515	-0.00383	-0.00024	-0.00492	0.00038	0.00631	-0.00475	-0.00392	0.00045	-0.00406	0.00202	0.00287
10	-0.00708	-0.03561	0.00779	0.03207	-0.19370	-0.08731	0.25964	-0.43850	-0.15711	-0.02656	-0.08578	-0.00654	0.06753	-0.28297	-0.07875	-0.02728	-0.02327	0.02312	-0.01769	-0.13526	-0.02260	-0.00152	-0.01600	0.00346	0.00547	-0.01476	-0.00079	-0.01310	-0.03108	0.01092	-0.00727	-0.02164	0.01728	-0.01137	-0.02719	0.01184	-0.00915	-0.01816	0.01592	-0.01418	-0.02689	0.00897	-0.00050	-0.00777	0.01508	0.00321	-0.00603	0.01238	-0.01070	-0.00003	0.00751	0.00294	-0.00598	0.01239	-0.00992	0.00152	0.00364
11	-0.00954	-0.03731	0.01100	0.01654	-0.16689	-0.07298	0.21966	-0.39727	-0.13408	-0.03588	-0.08820	-0.01579	0.06429	-0.27755	-0.07570	-0.03141	-0.02799	0.01987	-0.01659	-0.11181	-0.00962	-0.00365	-0.00976	0.01574	0.01578	-0.00705	0.00454	-0.02716	-0.03842	0.01114	-0.00694	-0.03363	0.02145	-0.00837	-0.02727	0.02351	-0.00562	-0.02105	0.01296	-0.00426	-0.01690	0.02442	0.00729	0.00382	0.01162	0.01869	-0.00613	0.02466	-0.00703	-0.00049	0.00682	0.01783	-0.00598	0.02419	-0.00671	0.00020	0.00422
12	-0.00925	-0.03902	0.00178	-0.02708	-0.17097	-0.08099	0.20261	-0.38004	-0.11087	-0.03734	-0.11264	-0.04654	0.07513	-0.27891	-0.06217	-0.02056	-0.04193	-0.00446	-0.02194	-0.10362	0.00516	-0.01298	-0.01478	0.01911	0.01239	-0.00710	0.00036	-0.03162	-0.04119	-0.00070	-0.00723	-0.03675	0.00977	0.00003	-0.02177	0.01670	-0.00521	-0.02883	0.00232	0.00352	-0.00372	0.02036	0.01051	-0.00360	-0.00061	0.03001	0.00299	0.02293	0.00643	-0.00229	-0.00435	0.02950	0.00308	0.02252	0.00656	-0.00202	-0.00535
13	0.00055	-0.04239	-0.01428	-0.05584	-0.20086	-0.12295	0.25555	-0.43170	-0.11755	-0.02568	-0.11939	-0.07730	0.09044	-0.28870	-0.05090	-0.00591	-0.04794	-0.03674	-0.03017	-0.11708	0.00792	-0.01853	-0.03991	0.01633	0.00076	-0.02061	-0.01107	-0.01953	-0.04143	-0.01742	0.01319	-0.03601	-0.00925	0.01887	-0.01926	-0.00232	0.00030	-0.03795	-0.00971	0.00807	0.00390	0.00158	0.00434	-0.02014	-0.01564	0.03474	0.01874	0.01035	0.02250	-0.00490	-0.02614	0.03627	0.01847	0.01077	0.02290	-0.00417	-0.02643
14	0.01620	-0.04670	-0.02476	-0.05316	-0.23212	-0.17172	0.33588	-0.51062	-0.14703	-0.01669	-0.10055	-0.08927	0.09301	-0.28824	-0.04741	-0.00388	-0.03683	-0.05505	-0.02570	-0.13673	-0.00388	-0.01490	-0.06594	0.01451	-0.00579	-0.03602	-0.01887	0.00431	-0.04003	-0.02849	0.04950	-0.04154	-0.01951	0.03512	-0.02776	-0.01409	0.01306	-0.04329	-0.01605	0.00384	-0.00270	-0.01175	-0.00836	-0.02684	-0.02415	0.03703	0.02368	0.00533	0.02857	-0.00575	-0.04103	0.04116	0.02293	0.00720	0.02926	-0.00452	-0.04085
15	0.02226	-0.04651	-0.02283	-0.04745	-0.24456	-0.18414	0.34194	-0.52100	-0.15409	-0.02819	-0.08429	-0.07831	0.07580	-0.26272	-0.04450	-0.02111	-0.02173	-0.04899	-0.00870	-0.14489	-0.01862	-0.00872	-0.06573	0.01479	-0.00266	-0.03646	-0.01694	0.02004	-0.03095	-0.02915	0.06537	-0.05122	-0.01440	0.03250	-0.04139	-0.00960	0.02005	-0.04225	-0.01312	-0.00898	-0.02140	-0.00938	-0.01934	-0.01714	-0.02026	0.03428	0.00838	0.01456	0.01659	-0.00418	-0.03301	0.03925	0.00742	0.01764	0.01698	-0.00353	-0.03189
16	0.00942	-0.03803	-0.01273	-0.06301	-0.23338	-0.15413	0.22833	-0.42563	-0.11724	-0.05169	-0.08584	-0.05682	0.04371	-0.22253	-0.03363	-0.04332	-0.01525	-0.02983	0.00084	-0.13989	-0.02378	-0.00541	-0.03648	0.01337	0.00379	-0.02030	-0.00712	0.01082	-0.01141	-0.02112	0.03841	-0.05126	-0.00175	0.01430	-0.04569	0.00112	0.00840	-0.03807	-0.00417	-0.01632	-0.03924	-0.00073	-0.02333	-0.00426	-0.00814	0.01897	-0.01538	0.02182	-0.00785	-0.00258	-0.00926	0.02249	-0.01610	0.02484	-0.00843	-0.00369	-0.00744
17	-0.01313	-0.02525	-0.00203	-0.08363	-0.20533	-0.11106	0.06801	-0.29442	-0.06338	-0.06156	-0.08958	-0.03828	0.01117	-0.19758	-0.01768	-0.04714	-0.01284	-0.01415	-0.00909	-0.13222	-0.01604	-0.00163	-0.00111	0.00687	0.00626	-0.00396	0.00598	-0.01472	0.00779	-0.00813	-0.01418	-0.03128	0.00858	-0.00437	-0.03463	0.00566	-0.01825	-0.03355	0.00458	-0.00676	-0.04738	0.00117	-0.02035	-0.00520	0.00372	-0.00343	-0.02842	0.01275	-0.02706	-0.00326	0.01242	-0.00251	-0.02864	0.01434	-0.02854	-0.00597	0.01368
18	-0.02773	-0.01576	0.00539	-0.08473	-0.16959	-0.07580	-0.02700	-0.23148	-0.03234	-0.04869	-0.07962	-0.02410	-0.00227	-0.20605	-0.00610	-0.02563	-0.00828	-0.00582	-0.02530	-0.12599	0.00189	0.00356	0.01706	-0.00533	0.00222	-0.00377	0.01605	-0.02840	0.01307	0.00514	-0.05939	0.00274	0.01316	-0.01734	-0.01620	0.00292	-0.04322	-0.02603	0.01039	0.01136	-0.04653	-0.00481	-0.01276	-0.02143	0.01140	-0.01476	-0.02429	-0.00689	-0.02576	-0.00434	0.02396	-0.01679	-0.02390	-0.00739	-0.02739	-0.00723	0.02353
19	-0.02580	-0.01310	0.00804	-0.07763	-0.13781	-0.05177	-0.01352	-0.27455	-0.04497	-0.02936	-0.06341	-0.01412	0.01200	-0.23108	-0.00261	0.00496	-0.00435	-0.00137	-0.02892	-0.11394	0.02310	0.00252	0.01034	-0.01694	-0.00550	-0.01961	0.01637	-0.01560	0.00415	0.01241	-0.07528	0.03015	0.01250	-0.02598	-0.00267	-0.00218	-0.05143	-0.01505	0.01361	0.01919	-0.03850	-0.01149	-0.00378	-0.03671	0.01452	-0.00817	-0.01190	-0.02301	-0.00571	-0.00154	0.02424	-0.01234	-0.01108	-0.02537	-0.00676	-0.00332	0.02226
